"year","state","sector","source","carbdiox_millmtrcton"
2009,"minnesota","Electric Power","Coal",28.8
2009,"minnesota","Electric Power","Petroleum Products",0.1
2009,"minnesota","Electric Power","Natural Gas",1.3
2009,"minnesota","Electric Power","All",30.2
2009,"minnesota","All","Coal",31
2009,"minnesota","All","Petroleum Products",40.1
2009,"minnesota","All","Natural Gas",21.5
2009,"minnesota","All","All",92.6
2010,"minnesota","Residential","Coal",0
2010,"minnesota","Residential","Petroleum Products",1.7
2010,"minnesota","Residential","Natural Gas",6.6
2010,"minnesota","Residential","All",8.3
2010,"minnesota","Commercial","Coal",0.1
2010,"minnesota","Commercial","Petroleum Products",0.8
2010,"minnesota","Commercial","Natural Gas",4.8
2010,"minnesota","Commercial","All",5.7
2010,"minnesota","Industrial","Coal",2.3
2010,"minnesota","Industrial","Petroleum Products",6.8
2010,"minnesota","Industrial","Natural Gas",8.5
2010,"minnesota","Industrial","All",17.6
2010,"minnesota","Transportation","Coal",0
2010,"minnesota","Transportation","Petroleum Products",30.6
2010,"minnesota","Transportation","Natural Gas",0.8
2010,"minnesota","Transportation","All",31.4
2010,"minnesota","Electric Power","Coal",27.4
2010,"minnesota","Electric Power","Petroleum Products",0
2010,"minnesota","Electric Power","Natural Gas",1.9
2010,"minnesota","Electric Power","All",29.3
2010,"minnesota","All","Coal",29.8
2010,"minnesota","All","Petroleum Products",40
2010,"minnesota","All","Natural Gas",22.7
2010,"minnesota","All","All",92.4
2011,"minnesota","Residential","Coal",0
2011,"minnesota","Residential","Petroleum Products",1.6
2011,"minnesota","Residential","Natural Gas",6.7
2011,"minnesota","Residential","All",8.3
2011,"minnesota","Commercial","Coal",0.1
2011,"minnesota","Commercial","Petroleum Products",0.9
2011,"minnesota","Commercial","Natural Gas",5.1
2011,"minnesota","Commercial","All",6
2011,"minnesota","Industrial","Coal",2.3
2011,"minnesota","Industrial","Petroleum Products",6.9
2011,"minnesota","Industrial","Natural Gas",8.5
2011,"minnesota","Industrial","All",17.7
2011,"minnesota","Transportation","Coal",0
2011,"minnesota","Transportation","Petroleum Products",30.3
2011,"minnesota","Transportation","Natural Gas",0.8
2011,"minnesota","Transportation","All",31.1
2011,"minnesota","Electric Power","Coal",27.4
2011,"minnesota","Electric Power","Petroleum Products",0
2011,"minnesota","Electric Power","Natural Gas",1.5
2011,"minnesota","Electric Power","All",28.9
2011,"minnesota","All","Coal",29.8
2011,"minnesota","All","Petroleum Products",39.8
2011,"minnesota","All","Natural Gas",22.5
2011,"minnesota","All","All",92.1
2012,"minnesota","Residential","Coal",0
2012,"minnesota","Residential","Petroleum Products",1.4
2012,"minnesota","Residential","Natural Gas",5.9
2012,"minnesota","Residential","All",7.3
2012,"minnesota","Commercial","Coal",0
2012,"minnesota","Commercial","Petroleum Products",0.8
2012,"minnesota","Commercial","Natural Gas",4.5
2012,"minnesota","Commercial","All",5.3
2012,"minnesota","Industrial","Coal",2
2012,"minnesota","Industrial","Petroleum Products",6.9
2012,"minnesota","Industrial","Natural Gas",8.6
2012,"minnesota","Industrial","All",17.6
2012,"minnesota","Transportation","Coal",0
2012,"minnesota","Transportation","Petroleum Products",30.9
2012,"minnesota","Transportation","Natural Gas",0.7
2012,"minnesota","Transportation","All",31.6
2012,"minnesota","Electric Power","Coal",22.3
2012,"minnesota","Electric Power","Petroleum Products",0
2012,"minnesota","Electric Power","Natural Gas",3.1
2012,"minnesota","Electric Power","All",25.4
2012,"minnesota","All","Coal",24.3
2012,"minnesota","All","Petroleum Products",40
2012,"minnesota","All","Natural Gas",22.8
2012,"minnesota","All","All",87.2
2013,"minnesota","Residential","Coal",0
2013,"minnesota","Residential","Petroleum Products",1.7
2013,"minnesota","Residential","Natural Gas",7.5
2013,"minnesota","Residential","All",9.2
2013,"minnesota","Commercial","Coal",0
2013,"minnesota","Commercial","Petroleum Products",1
2013,"minnesota","Commercial","Natural Gas",5.7
2013,"minnesota","Commercial","All",6.7
2013,"minnesota","Industrial","Coal",2.3
2013,"minnesota","Industrial","Petroleum Products",7.3
2013,"minnesota","Industrial","Natural Gas",8.6
2013,"minnesota","Industrial","All",18.2
2013,"minnesota","Transportation","Coal",0
2013,"minnesota","Transportation","Petroleum Products",29.5
2013,"minnesota","Transportation","Natural Gas",0.6
2013,"minnesota","Transportation","All",30.1
2013,"minnesota","Electric Power","Coal",23
2013,"minnesota","Electric Power","Petroleum Products",0
2013,"minnesota","Electric Power","Natural Gas",2.7
2013,"minnesota","Electric Power","All",25.7
2013,"minnesota","All","Coal",25.3
2013,"minnesota","All","Petroleum Products",39.4
2013,"minnesota","All","Natural Gas",25.2
2013,"minnesota","All","All",89.9
2014,"minnesota","Residential","Coal",0
2014,"minnesota","Residential","Petroleum Products",1.8
2014,"minnesota","Residential","Natural Gas",8
2014,"minnesota","Residential","All",9.8
2014,"minnesota","Commercial","Coal",0
2014,"minnesota","Commercial","Petroleum Products",1
2014,"minnesota","Commercial","Natural Gas",6.1
2014,"minnesota","Commercial","All",7.1
2014,"minnesota","Industrial","Coal",2.2
2014,"minnesota","Industrial","Petroleum Products",7.1
2014,"minnesota","Industrial","Natural Gas",9.5
2014,"minnesota","Industrial","All",18.8
2014,"minnesota","Transportation","Coal",0
2014,"minnesota","Transportation","Petroleum Products",29.3
2014,"minnesota","Transportation","Natural Gas",0.7
2014,"minnesota","Transportation","All",30
2014,"minnesota","Electric Power","Coal",27.4
2014,"minnesota","Electric Power","Petroleum Products",0
2014,"minnesota","Electric Power","Natural Gas",1.7
2014,"minnesota","Electric Power","All",29.1
2014,"minnesota","All","Coal",29.6
2014,"minnesota","All","Petroleum Products",39.3
2014,"minnesota","All","Natural Gas",26
2014,"minnesota","All","All",94.9
1980,"mississippi","Residential","Coal",0
1980,"mississippi","Residential","Petroleum Products",0.5
1980,"mississippi","Residential","Natural Gas",1.6
1980,"mississippi","Residential","All",2.1
1980,"mississippi","Commercial","Coal",0
1980,"mississippi","Commercial","Petroleum Products",1.9
1980,"mississippi","Commercial","Natural Gas",1.1
1980,"mississippi","Commercial","All",3
1980,"mississippi","Industrial","Coal",0.1
1980,"mississippi","Industrial","Petroleum Products",5.5
1980,"mississippi","Industrial","Natural Gas",4.3
1980,"mississippi","Industrial","All",10
1980,"mississippi","Transportation","Coal",0
1980,"mississippi","Transportation","Petroleum Products",15.9
1980,"mississippi","Transportation","Natural Gas",2.2
1980,"mississippi","Transportation","All",18.1
1980,"mississippi","Electric Power","Coal",6.9
1980,"mississippi","Electric Power","Petroleum Products",2.5
1980,"mississippi","Electric Power","Natural Gas",5.1
1980,"mississippi","Electric Power","All",14.6
1980,"mississippi","All","Coal",7
1980,"mississippi","All","Petroleum Products",26.4
1980,"mississippi","All","Natural Gas",14.4
1980,"mississippi","All","All",47.8
1981,"mississippi","Residential","Coal",0
1981,"mississippi","Residential","Petroleum Products",0.5
1981,"mississippi","Residential","Natural Gas",1.5
1981,"mississippi","Residential","All",2
1981,"mississippi","Commercial","Coal",0
1981,"mississippi","Commercial","Petroleum Products",1.6
1981,"mississippi","Commercial","Natural Gas",1.1
1981,"mississippi","Commercial","All",2.7
1981,"mississippi","Industrial","Coal",0.2
1981,"mississippi","Industrial","Petroleum Products",5.2
1981,"mississippi","Industrial","Natural Gas",4.4
1981,"mississippi","Industrial","All",9.9
1981,"mississippi","Transportation","Coal",0
1981,"mississippi","Transportation","Petroleum Products",15.5
1981,"mississippi","Transportation","Natural Gas",2.2
1981,"mississippi","Transportation","All",17.8
1981,"mississippi","Electric Power","Coal",7.5
1981,"mississippi","Electric Power","Petroleum Products",1.4
1981,"mississippi","Electric Power","Natural Gas",4
1981,"mississippi","Electric Power","All",13
1981,"mississippi","All","Coal",7.8
1981,"mississippi","All","Petroleum Products",24.3
1981,"mississippi","All","Natural Gas",13.2
1981,"mississippi","All","All",45.3
1982,"mississippi","Residential","Coal",0
1982,"mississippi","Residential","Petroleum Products",0.4
1982,"mississippi","Residential","Natural Gas",1.5
1982,"mississippi","Residential","All",2
1982,"mississippi","Commercial","Coal",0
1982,"mississippi","Commercial","Petroleum Products",0.3
1982,"mississippi","Commercial","Natural Gas",0.9
1982,"mississippi","Commercial","All",1.2
1982,"mississippi","Industrial","Coal",0.2
1982,"mississippi","Industrial","Petroleum Products",5
1982,"mississippi","Industrial","Natural Gas",5.7
1982,"mississippi","Industrial","All",10.9
1982,"mississippi","Transportation","Coal",0
1982,"mississippi","Transportation","Petroleum Products",15.4
1982,"mississippi","Transportation","Natural Gas",2
1982,"mississippi","Transportation","All",17.4
1982,"mississippi","Electric Power","Coal",9.2
1982,"mississippi","Electric Power","Petroleum Products",0.2
1982,"mississippi","Electric Power","Natural Gas",4.5
1982,"mississippi","Electric Power","All",13.9
1982,"mississippi","All","Coal",9.4
1982,"mississippi","All","Petroleum Products",21.3
1982,"mississippi","All","Natural Gas",14.7
1982,"mississippi","All","All",45.5
1983,"mississippi","Residential","Coal",0
1983,"mississippi","Residential","Petroleum Products",0.6
1983,"mississippi","Residential","Natural Gas",1.5
1983,"mississippi","Residential","All",2.1
1983,"mississippi","Commercial","Coal",0
1983,"mississippi","Commercial","Petroleum Products",0.6
1983,"mississippi","Commercial","Natural Gas",0.9
1983,"mississippi","Commercial","All",1.6
1983,"mississippi","Industrial","Coal",0.3
1983,"mississippi","Industrial","Petroleum Products",4.2
1983,"mississippi","Industrial","Natural Gas",6.3
1983,"mississippi","Industrial","All",10.9
1983,"mississippi","Transportation","Coal",0
1983,"mississippi","Transportation","Petroleum Products",15.2
1983,"mississippi","Transportation","Natural Gas",1.5
1983,"mississippi","Transportation","All",16.8
1983,"mississippi","Electric Power","Coal",8.7
1983,"mississippi","Electric Power","Petroleum Products",0.1
1983,"mississippi","Electric Power","Natural Gas",2.7
1983,"mississippi","Electric Power","All",11.5
1983,"mississippi","All","Coal",9
1983,"mississippi","All","Petroleum Products",20.8
1983,"mississippi","All","Natural Gas",13
1983,"mississippi","All","All",42.8
1984,"mississippi","Residential","Coal",0
1984,"mississippi","Residential","Petroleum Products",0.4
1984,"mississippi","Residential","Natural Gas",1.6
1984,"mississippi","Residential","All",1.9
1984,"mississippi","Commercial","Coal",0
1984,"mississippi","Commercial","Petroleum Products",0.5
1984,"mississippi","Commercial","Natural Gas",1
1984,"mississippi","Commercial","All",1.5
1984,"mississippi","Industrial","Coal",0.5
1984,"mississippi","Industrial","Petroleum Products",4.5
1984,"mississippi","Industrial","Natural Gas",6.9
1984,"mississippi","Industrial","All",11.9
1984,"mississippi","Transportation","Coal",0
1984,"mississippi","Transportation","Petroleum Products",15
1984,"mississippi","Transportation","Natural Gas",1.8
1984,"mississippi","Transportation","All",16.8
1984,"mississippi","Electric Power","Coal",9.3
1984,"mississippi","Electric Power","Petroleum Products",0.1
1984,"mississippi","Electric Power","Natural Gas",3.4
1984,"mississippi","Electric Power","All",12.8
1984,"mississippi","All","Coal",9.8
1984,"mississippi","All","Petroleum Products",20.4
1984,"mississippi","All","Natural Gas",14.7
1984,"mississippi","All","All",44.8
1985,"mississippi","Residential","Coal",0
1985,"mississippi","Residential","Petroleum Products",0.4
1985,"mississippi","Residential","Natural Gas",1.4
1985,"mississippi","Residential","All",1.8
1985,"mississippi","Commercial","Coal",0
1985,"mississippi","Commercial","Petroleum Products",0.5
1985,"mississippi","Commercial","Natural Gas",0.9
1985,"mississippi","Commercial","All",1.4
1985,"mississippi","Industrial","Coal",0.5
1985,"mississippi","Industrial","Petroleum Products",4.2
1985,"mississippi","Industrial","Natural Gas",5.7
1985,"mississippi","Industrial","All",10.5
1985,"mississippi","Transportation","Coal",0
1985,"mississippi","Transportation","Petroleum Products",16.1
1985,"mississippi","Transportation","Natural Gas",1.4
1985,"mississippi","Transportation","All",17.4
1985,"mississippi","Electric Power","Coal",9.7
1985,"mississippi","Electric Power","Petroleum Products",0.1
1985,"mississippi","Electric Power","Natural Gas",3
1985,"mississippi","Electric Power","All",12.8
1985,"mississippi","All","Coal",10.3
1985,"mississippi","All","Petroleum Products",21.3
1985,"mississippi","All","Natural Gas",12.4
1985,"mississippi","All","All",44
1986,"mississippi","Residential","Coal",0
1986,"mississippi","Residential","Petroleum Products",0.4
1986,"mississippi","Residential","Natural Gas",1.4
1986,"mississippi","Residential","All",1.7
1986,"mississippi","Commercial","Coal",0
1986,"mississippi","Commercial","Petroleum Products",0.4
1986,"mississippi","Commercial","Natural Gas",0.9
1986,"mississippi","Commercial","All",1.3
1986,"mississippi","Industrial","Coal",0.5
1986,"mississippi","Industrial","Petroleum Products",4.4
1986,"mississippi","Industrial","Natural Gas",5.2
1986,"mississippi","Industrial","All",10.1
1986,"mississippi","Transportation","Coal",0
1986,"mississippi","Transportation","Petroleum Products",17.2
1986,"mississippi","Transportation","Natural Gas",1.6
1986,"mississippi","Transportation","All",18.8
1986,"mississippi","Electric Power","Coal",9.7
1986,"mississippi","Electric Power","Petroleum Products",0.7
1986,"mississippi","Electric Power","Natural Gas",2.6
1986,"mississippi","Electric Power","All",13
1986,"mississippi","All","Coal",10.2
1986,"mississippi","All","Petroleum Products",23
1986,"mississippi","All","Natural Gas",11.7
1986,"mississippi","All","All",44.9
1987,"mississippi","Residential","Coal",0
1987,"mississippi","Residential","Petroleum Products",0.4
1987,"mississippi","Residential","Natural Gas",1.4
1987,"mississippi","Residential","All",1.9
1987,"mississippi","Commercial","Coal",0
1987,"mississippi","Commercial","Petroleum Products",0.5
1987,"mississippi","Commercial","Natural Gas",1
1987,"mississippi","Commercial","All",1.4
1987,"mississippi","Industrial","Coal",0.6
1987,"mississippi","Industrial","Petroleum Products",4.1
1987,"mississippi","Industrial","Natural Gas",4.9
1987,"mississippi","Industrial","All",9.6
1987,"mississippi","Transportation","Coal",0
1987,"mississippi","Transportation","Petroleum Products",18.7
1987,"mississippi","Transportation","Natural Gas",1.7
1987,"mississippi","Transportation","All",20.4
1987,"mississippi","Electric Power","Coal",10.9
1987,"mississippi","Electric Power","Petroleum Products",0.1
1987,"mississippi","Electric Power","Natural Gas",2.2
1987,"mississippi","Electric Power","All",13.2
1987,"mississippi","All","Coal",11.5
1987,"mississippi","All","Petroleum Products",23.8
1987,"mississippi","All","Natural Gas",11.3
1987,"mississippi","All","All",46.5
1988,"mississippi","Residential","Coal",0
1988,"mississippi","Residential","Petroleum Products",0.5
1988,"mississippi","Residential","Natural Gas",1.4
1988,"mississippi","Residential","All",1.9
1988,"mississippi","Commercial","Coal",0
1988,"mississippi","Commercial","Petroleum Products",0.4
1988,"mississippi","Commercial","Natural Gas",1
1988,"mississippi","Commercial","All",1.4
1988,"mississippi","Industrial","Coal",0.6
1988,"mississippi","Industrial","Petroleum Products",4.8
1988,"mississippi","Industrial","Natural Gas",5.4
1988,"mississippi","Industrial","All",10.8
1988,"mississippi","Transportation","Coal",0
1988,"mississippi","Transportation","Petroleum Products",19.6
1988,"mississippi","Transportation","Natural Gas",1.9
1988,"mississippi","Transportation","All",21.5
1988,"mississippi","Electric Power","Coal",11.6
1988,"mississippi","Electric Power","Petroleum Products",0.6
1988,"mississippi","Electric Power","Natural Gas",1.8
