"year","state","sector","source","carbdiox_millmtrcton"
1983,"minnesota","Electric Power","Coal",17.8
1983,"minnesota","Electric Power","Petroleum Products",0
1983,"minnesota","Electric Power","Natural Gas",0.2
1983,"minnesota","Electric Power","All",18
1983,"minnesota","All","Coal",19.8
1983,"minnesota","All","Petroleum Products",30.2
1983,"minnesota","All","Natural Gas",13.1
1983,"minnesota","All","All",63.1
1984,"minnesota","Residential","Coal",0.1
1984,"minnesota","Residential","Petroleum Products",2.3
1984,"minnesota","Residential","Natural Gas",5.4
1984,"minnesota","Residential","All",7.8
1984,"minnesota","Commercial","Coal",0.3
1984,"minnesota","Commercial","Petroleum Products",1.8
1984,"minnesota","Commercial","Natural Gas",4
1984,"minnesota","Commercial","All",6.1
1984,"minnesota","Industrial","Coal",1.7
1984,"minnesota","Industrial","Petroleum Products",4.7
1984,"minnesota","Industrial","Natural Gas",3.7
1984,"minnesota","Industrial","All",10.1
1984,"minnesota","Transportation","Coal",0
1984,"minnesota","Transportation","Petroleum Products",23.7
1984,"minnesota","Transportation","Natural Gas",0.4
1984,"minnesota","Transportation","All",24
1984,"minnesota","Electric Power","Coal",19.6
1984,"minnesota","Electric Power","Petroleum Products",0
1984,"minnesota","Electric Power","Natural Gas",0.1
1984,"minnesota","Electric Power","All",19.7
1984,"minnesota","All","Coal",21.7
1984,"minnesota","All","Petroleum Products",32.5
1984,"minnesota","All","Natural Gas",13.6
1984,"minnesota","All","All",67.8
1985,"minnesota","Residential","Coal",0.1
1985,"minnesota","Residential","Petroleum Products",2.3
1985,"minnesota","Residential","Natural Gas",5.7
1985,"minnesota","Residential","All",8.1
1985,"minnesota","Commercial","Coal",0.3
1985,"minnesota","Commercial","Petroleum Products",1.5
1985,"minnesota","Commercial","Natural Gas",4.1
1985,"minnesota","Commercial","All",5.9
1985,"minnesota","Industrial","Coal",2
1985,"minnesota","Industrial","Petroleum Products",4.9
1985,"minnesota","Industrial","Natural Gas",3.5
1985,"minnesota","Industrial","All",10.4
1985,"minnesota","Transportation","Coal",0
1985,"minnesota","Transportation","Petroleum Products",22.9
1985,"minnesota","Transportation","Natural Gas",0.3
1985,"minnesota","Transportation","All",23.2
1985,"minnesota","Electric Power","Coal",18.9
1985,"minnesota","Electric Power","Petroleum Products",0
1985,"minnesota","Electric Power","Natural Gas",0.1
1985,"minnesota","Electric Power","All",19
1985,"minnesota","All","Coal",21.2
1985,"minnesota","All","Petroleum Products",31.6
1985,"minnesota","All","Natural Gas",13.7
1985,"minnesota","All","All",66.6
1986,"minnesota","Residential","Coal",0.1
1986,"minnesota","Residential","Petroleum Products",2.5
1986,"minnesota","Residential","Natural Gas",5.5
1986,"minnesota","Residential","All",8.1
1986,"minnesota","Commercial","Coal",0.3
1986,"minnesota","Commercial","Petroleum Products",0.9
1986,"minnesota","Commercial","Natural Gas",3.9
1986,"minnesota","Commercial","All",5.1
1986,"minnesota","Industrial","Coal",1.9
1986,"minnesota","Industrial","Petroleum Products",5.9
1986,"minnesota","Industrial","Natural Gas",3.1
1986,"minnesota","Industrial","All",10.9
1986,"minnesota","Transportation","Coal",0
1986,"minnesota","Transportation","Petroleum Products",23
1986,"minnesota","Transportation","Natural Gas",0.4
1986,"minnesota","Transportation","All",23.4
1986,"minnesota","Electric Power","Coal",16.7
1986,"minnesota","Electric Power","Petroleum Products",0
1986,"minnesota","Electric Power","Natural Gas",0.1
1986,"minnesota","Electric Power","All",16.8
1986,"minnesota","All","Coal",18.9
1986,"minnesota","All","Petroleum Products",32.3
1986,"minnesota","All","Natural Gas",13
1986,"minnesota","All","All",64.2
1987,"minnesota","Residential","Coal",0.1
1987,"minnesota","Residential","Petroleum Products",2.5
1987,"minnesota","Residential","Natural Gas",4.8
1987,"minnesota","Residential","All",7.4
1987,"minnesota","Commercial","Coal",0.2
1987,"minnesota","Commercial","Petroleum Products",0.7
1987,"minnesota","Commercial","Natural Gas",3.5
1987,"minnesota","Commercial","All",4.4
1987,"minnesota","Industrial","Coal",1.6
1987,"minnesota","Industrial","Petroleum Products",5.4
1987,"minnesota","Industrial","Natural Gas",3.8
1987,"minnesota","Industrial","All",10.8
1987,"minnesota","Transportation","Coal",0
1987,"minnesota","Transportation","Petroleum Products",23
1987,"minnesota","Transportation","Natural Gas",0.3
1987,"minnesota","Transportation","All",23.3
1987,"minnesota","Electric Power","Coal",22.2
1987,"minnesota","Electric Power","Petroleum Products",0
1987,"minnesota","Electric Power","Natural Gas",0.3
1987,"minnesota","Electric Power","All",22.5
1987,"minnesota","All","Coal",24.1
1987,"minnesota","All","Petroleum Products",31.6
1987,"minnesota","All","Natural Gas",12.7
1987,"minnesota","All","All",68.4
1988,"minnesota","Residential","Coal",0.1
1988,"minnesota","Residential","Petroleum Products",2.7
1988,"minnesota","Residential","Natural Gas",5.9
1988,"minnesota","Residential","All",8.7
1988,"minnesota","Commercial","Coal",0.3
1988,"minnesota","Commercial","Petroleum Products",0.8
1988,"minnesota","Commercial","Natural Gas",4.3
1988,"minnesota","Commercial","All",5.4
1988,"minnesota","Industrial","Coal",1.4
1988,"minnesota","Industrial","Petroleum Products",5.8
1988,"minnesota","Industrial","Natural Gas",4.1
1988,"minnesota","Industrial","All",11.3
1988,"minnesota","Transportation","Coal",0
1988,"minnesota","Transportation","Petroleum Products",23.7
1988,"minnesota","Transportation","Natural Gas",0.6
1988,"minnesota","Transportation","All",24.3
1988,"minnesota","Electric Power","Coal",26.7
1988,"minnesota","Electric Power","Petroleum Products",0.2
1988,"minnesota","Electric Power","Natural Gas",0.3
1988,"minnesota","Electric Power","All",27.2
1988,"minnesota","All","Coal",28.6
1988,"minnesota","All","Petroleum Products",33.2
1988,"minnesota","All","Natural Gas",15.1
1988,"minnesota","All","All",76.9
1989,"minnesota","Residential","Coal",0.1
1989,"minnesota","Residential","Petroleum Products",3.1
1989,"minnesota","Residential","Natural Gas",6.2
1989,"minnesota","Residential","All",9.4
1989,"minnesota","Commercial","Coal",0.4
1989,"minnesota","Commercial","Petroleum Products",0.8
1989,"minnesota","Commercial","Natural Gas",4.5
1989,"minnesota","Commercial","All",5.7
1989,"minnesota","Industrial","Coal",1.8
1989,"minnesota","Industrial","Petroleum Products",5.7
1989,"minnesota","Industrial","Natural Gas",4.3
1989,"minnesota","Industrial","All",11.8
1989,"minnesota","Transportation","Coal",0
1989,"minnesota","Transportation","Petroleum Products",23.3
1989,"minnesota","Transportation","Natural Gas",0.6
1989,"minnesota","Transportation","All",24
1989,"minnesota","Electric Power","Coal",28.3
1989,"minnesota","Electric Power","Petroleum Products",0.5
1989,"minnesota","Electric Power","Natural Gas",0.2
1989,"minnesota","Electric Power","All",29
1989,"minnesota","All","Coal",30.6
1989,"minnesota","All","Petroleum Products",33.4
1989,"minnesota","All","Natural Gas",16
1989,"minnesota","All","All",80
1990,"minnesota","Residential","Coal",0.1
1990,"minnesota","Residential","Petroleum Products",2.3
1990,"minnesota","Residential","Natural Gas",5.7
1990,"minnesota","Residential","All",8.1
1990,"minnesota","Commercial","Coal",0.2
1990,"minnesota","Commercial","Petroleum Products",1.3
1990,"minnesota","Commercial","Natural Gas",4.2
1990,"minnesota","Commercial","All",5.7
1990,"minnesota","Industrial","Coal",2.3
1990,"minnesota","Industrial","Petroleum Products",5.8
1990,"minnesota","Industrial","Natural Gas",4.7
1990,"minnesota","Industrial","All",12.7
1990,"minnesota","Transportation","Coal",0
1990,"minnesota","Transportation","Petroleum Products",23
1990,"minnesota","Transportation","Natural Gas",0.6
1990,"minnesota","Transportation","All",23.6
1990,"minnesota","Electric Power","Coal",28.1
1990,"minnesota","Electric Power","Petroleum Products",0.5
1990,"minnesota","Electric Power","Natural Gas",0.3
1990,"minnesota","Electric Power","All",28.9
1990,"minnesota","All","Coal",30.7
1990,"minnesota","All","Petroleum Products",32.8
1990,"minnesota","All","Natural Gas",15.5
1990,"minnesota","All","All",78.9
1991,"minnesota","Residential","Coal",0
1991,"minnesota","Residential","Petroleum Products",2.5
1991,"minnesota","Residential","Natural Gas",6.3
1991,"minnesota","Residential","All",8.9
1991,"minnesota","Commercial","Coal",0.1
1991,"minnesota","Commercial","Petroleum Products",0.7
1991,"minnesota","Commercial","Natural Gas",4.6
1991,"minnesota","Commercial","All",5.5
1991,"minnesota","Industrial","Coal",1.4
1991,"minnesota","Industrial","Petroleum Products",5.8
1991,"minnesota","Industrial","Natural Gas",5
1991,"minnesota","Industrial","All",12.2
1991,"minnesota","Transportation","Coal",0
1991,"minnesota","Transportation","Petroleum Products",24
1991,"minnesota","Transportation","Natural Gas",0.7
1991,"minnesota","Transportation","All",24.7
1991,"minnesota","Electric Power","Coal",26.8
1991,"minnesota","Electric Power","Petroleum Products",0.6
1991,"minnesota","Electric Power","Natural Gas",0.3
1991,"minnesota","Electric Power","All",27.8
1991,"minnesota","All","Coal",28.4
1991,"minnesota","All","Petroleum Products",33.7
1991,"minnesota","All","Natural Gas",16.9
1991,"minnesota","All","All",79
1992,"minnesota","Residential","Coal",0
1992,"minnesota","Residential","Petroleum Products",2.3
1992,"minnesota","Residential","Natural Gas",6.1
1992,"minnesota","Residential","All",8.4
1992,"minnesota","Commercial","Coal",0
1992,"minnesota","Commercial","Petroleum Products",0.6
1992,"minnesota","Commercial","Natural Gas",4.4
1992,"minnesota","Commercial","All",5
1992,"minnesota","Industrial","Coal",1.9
1992,"minnesota","Industrial","Petroleum Products",6.7
1992,"minnesota","Industrial","Natural Gas",5
1992,"minnesota","Industrial","All",13.5
1992,"minnesota","Transportation","Coal",0
1992,"minnesota","Transportation","Petroleum Products",25.2
1992,"minnesota","Transportation","Natural Gas",0.8
1992,"minnesota","Transportation","All",26
1992,"minnesota","Electric Power","Coal",26.4
1992,"minnesota","Electric Power","Petroleum Products",0.7
1992,"minnesota","Electric Power","Natural Gas",0.3
1992,"minnesota","Electric Power","All",27.4
1992,"minnesota","All","Coal",28.3
1992,"minnesota","All","Petroleum Products",35.5
1992,"minnesota","All","Natural Gas",16.6
1992,"minnesota","All","All",80.4
1993,"minnesota","Residential","Coal",0
1993,"minnesota","Residential","Petroleum Products",2.5
1993,"minnesota","Residential","Natural Gas",6.6
1993,"minnesota","Residential","All",9.1
1993,"minnesota","Commercial","Coal",0.2
1993,"minnesota","Commercial","Petroleum Products",0.5
1993,"minnesota","Commercial","Natural Gas",4.6
1993,"minnesota","Commercial","All",5.3
1993,"minnesota","Industrial","Coal",2.3
1993,"minnesota","Industrial","Petroleum Products",6.5
1993,"minnesota","Industrial","Natural Gas",5.2
1993,"minnesota","Industrial","All",14
1993,"minnesota","Transportation","Coal",0
1993,"minnesota","Transportation","Petroleum Products",26.6
1993,"minnesota","Transportation","Natural Gas",0.9
1993,"minnesota","Transportation","All",27.5
1993,"minnesota","Electric Power","Coal",28.2
1993,"minnesota","Electric Power","Petroleum Products",0.7
1993,"minnesota","Electric Power","Natural Gas",0.2
1993,"minnesota","Electric Power","All",29.1
1993,"minnesota","All","Coal",30.7
1993,"minnesota","All","Petroleum Products",36.8
1993,"minnesota","All","Natural Gas",17.6
1993,"minnesota","All","All",85.1
1994,"minnesota","Residential","Coal",0.1
1994,"minnesota","Residential","Petroleum Products",2.4
1994,"minnesota","Residential","Natural Gas",6.6
1994,"minnesota","Residential","All",9
1994,"minnesota","Commercial","Coal",0.4
1994,"minnesota","Commercial","Petroleum Products",0.6
1994,"minnesota","Commercial","Natural Gas",4.5
1994,"minnesota","Commercial","All",5.5
1994,"minnesota","Industrial","Coal",2.5
1994,"minnesota","Industrial","Petroleum Products",6.8
1994,"minnesota","Industrial","Natural Gas",5.1
1994,"minnesota","Industrial","All",14.4
1994,"minnesota","Transportation","Coal",0
1994,"minnesota","Transportation","Petroleum Products",27.5
1994,"minnesota","Transportation","Natural Gas",0.9
1994,"minnesota","Transportation","All",28.4
1994,"minnesota","Electric Power","Coal",28.4
1994,"minnesota","Electric Power","Petroleum Products",0.7
1994,"minnesota","Electric Power","Natural Gas",0.3
1994,"minnesota","Electric Power","All",29.4
1994,"minnesota","All","Coal",31.4
1994,"minnesota","All","Petroleum Products",38
1994,"minnesota","All","Natural Gas",17.4
1994,"minnesota","All","All",86.7
1995,"minnesota","Residential","Coal",0.1
1995,"minnesota","Residential","Petroleum Products",2.4
1995,"minnesota","Residential","Natural Gas",6.9
1995,"minnesota","Residential","All",9.4
1995,"minnesota","Commercial","Coal",0.4
1995,"minnesota","Commercial","Petroleum Products",0.6
1995,"minnesota","Commercial","Natural Gas",4.9
1995,"minnesota","Commercial","All",5.9
1995,"minnesota","Industrial","Coal",2.5
1995,"minnesota","Industrial","Petroleum Products",6.6
1995,"minnesota","Industrial","Natural Gas",5.7
1995,"minnesota","Industrial","All",14.8
1995,"minnesota","Transportation","Coal",0
1995,"minnesota","Transportation","Petroleum Products",28.5
1995,"minnesota","Transportation","Natural Gas",1
1995,"minnesota","Transportation","All",29.5
1995,"minnesota","Electric Power","Coal",28.9
1995,"minnesota","Electric Power","Petroleum Products",0.5
1995,"minnesota","Electric Power","Natural Gas",0.4
1995,"minnesota","Electric Power","All",29.9
1995,"minnesota","All","Coal",31.9
1995,"minnesota","All","Petroleum Products",38.6
1995,"minnesota","All","Natural Gas",19
1995,"minnesota","All","All",89.5
1996,"minnesota","Residential","Coal",0
1996,"minnesota","Residential","Petroleum Products",3
1996,"minnesota","Residential","Natural Gas",7.7
1996,"minnesota","Residential","All",10.7
1996,"minnesota","Commercial","Coal",0.2
1996,"minnesota","Commercial","Petroleum Products",0.7
1996,"minnesota","Commercial","Natural Gas",5.3
1996,"minnesota","Commercial","All",6.3
1996,"minnesota","Industrial","Coal",3.8
1996,"minnesota","Industrial","Petroleum Products",7.2
1996,"minnesota","Industrial","Natural Gas",5.5
1996,"minnesota","Industrial","All",16.5
1996,"minnesota","Transportation","Coal",0
1996,"minnesota","Transportation","Petroleum Products",29.3
1996,"minnesota","Transportation","Natural Gas",1.1
1996,"minnesota","Transportation","All",30.4
1996,"minnesota","Electric Power","Coal",29.4
1996,"minnesota","Electric Power","Petroleum Products",0.7
1996,"minnesota","Electric Power","Natural Gas",0.3
1996,"minnesota","Electric Power","All",30.4
1996,"minnesota","All","Coal",33.5
1996,"minnesota","All","Petroleum Products",41
1996,"minnesota","All","Natural Gas",19.9
1996,"minnesota","All","All",94.3
1997,"minnesota","Residential","Coal",0
1997,"minnesota","Residential","Petroleum Products",2.7
1997,"minnesota","Residential","Natural Gas",7
1997,"minnesota","Residential","All",9.6
1997,"minnesota","Commercial","Coal",0.2
1997,"minnesota","Commercial","Petroleum Products",1
1997,"minnesota","Commercial","Natural Gas",5
1997,"minnesota","Commercial","All",6.2
1997,"minnesota","Industrial","Coal",2.7
1997,"minnesota","Industrial","Petroleum Products",7.2
1997,"minnesota","Industrial","Natural Gas",5.8
1997,"minnesota","Industrial","All",15.7
1997,"minnesota","Transportation","Coal",0
1997,"minnesota","Transportation","Petroleum Products",28.8
1997,"minnesota","Transportation","Natural Gas",1.1
1997,"minnesota","Transportation","All",29.9
1997,"minnesota","Electric Power","Coal",29.4
1997,"minnesota","Electric Power","Petroleum Products",0.9
1997,"minnesota","Electric Power","Natural Gas",0.3
1997,"minnesota","Electric Power","All",30.6
1997,"minnesota","All","Coal",32.3
1997,"minnesota","All","Petroleum Products",40.6
1997,"minnesota","All","Natural Gas",19.1
1997,"minnesota","All","All",92
1998,"minnesota","Residential","Coal",0
1998,"minnesota","Residential","Petroleum Products",2.1
1998,"minnesota","Residential","Natural Gas",6
1998,"minnesota","Residential","All",8.1
1998,"minnesota","Commercial","Coal",0.1
1998,"minnesota","Commercial","Petroleum Products",0.9
1998,"minnesota","Commercial","Natural Gas",4.5
1998,"minnesota","Commercial","All",5.5
1998,"minnesota","Industrial","Coal",3.5
1998,"minnesota","Industrial","Petroleum Products",6.4
1998,"minnesota","Industrial","Natural Gas",5.7
1998,"minnesota","Industrial","All",15.6
1998,"minnesota","Transportation","Coal",0
1998,"minnesota","Transportation","Petroleum Products",30.3
1998,"minnesota","Transportation","Natural Gas",1.1
1998,"minnesota","Transportation","All",31.4
1998,"minnesota","Electric Power","Coal",30.1
1998,"minnesota","Electric Power","Petroleum Products",0.7
1998,"minnesota","Electric Power","Natural Gas",0.7
1998,"minnesota","Electric Power","All",31.5
1998,"minnesota","All","Coal",33.7
1998,"minnesota","All","Petroleum Products",40.4
1998,"minnesota","All","Natural Gas",17.9
1998,"minnesota","All","All",92
1999,"minnesota","Residential","Coal",0
1999,"minnesota","Residential","Petroleum Products",2.1
1999,"minnesota","Residential","Natural Gas",6.4
1999,"minnesota","Residential","All",8.5
1999,"minnesota","Commercial","Coal",0
1999,"minnesota","Commercial","Petroleum Products",0.7
1999,"minnesota","Commercial","Natural Gas",4.8
1999,"minnesota","Commercial","All",5.4
1999,"minnesota","Industrial","Coal",3.4
1999,"minnesota","Industrial","Petroleum Products",6
1999,"minnesota","Industrial","Natural Gas",5.6
1999,"minnesota","Industrial","All",15.1
1999,"minnesota","Transportation","Coal",0
1999,"minnesota","Transportation","Petroleum Products",32.3
1999,"minnesota","Transportation","Natural Gas",1.2
1999,"minnesota","Transportation","All",33.5
1999,"minnesota","Electric Power","Coal",28.8
1999,"minnesota","Electric Power","Petroleum Products",0.9
1999,"minnesota","Electric Power","Natural Gas",0.6
1999,"minnesota","Electric Power","All",30.3
1999,"minnesota","All","Coal",32.3
1999,"minnesota","All","Petroleum Products",41.9
1999,"minnesota","All","Natural Gas",18.6
1999,"minnesota","All","All",92.8
2000,"minnesota","Residential","Coal",0
2000,"minnesota","Residential","Petroleum Products",2.3
2000,"minnesota","Residential","Natural Gas",7
2000,"minnesota","Residential","All",9.3
2000,"minnesota","Commercial","Coal",0
2000,"minnesota","Commercial","Petroleum Products",0.7
2000,"minnesota","Commercial","Natural Gas",5.1
2000,"minnesota","Commercial","All",5.8
2000,"minnesota","Industrial","Coal",3.8
2000,"minnesota","Industrial","Petroleum Products",5.9
2000,"minnesota","Industrial","Natural Gas",5.7
2000,"minnesota","Industrial","All",15.4
2000,"minnesota","Transportation","Coal",0
2000,"minnesota","Transportation","Petroleum Products",33.6
2000,"minnesota","Transportation","Natural Gas",1.1
2000,"minnesota","Transportation","All",34.7
2000,"minnesota","Electric Power","Coal",31.5
2000,"minnesota","Electric Power","Petroleum Products",0.8
2000,"minnesota","Electric Power","Natural Gas",0.5
2000,"minnesota","Electric Power","All",32.8
2000,"minnesota","All","Coal",35.3
2000,"minnesota","All","Petroleum Products",43.2
2000,"minnesota","All","Natural Gas",19.5
2000,"minnesota","All","All",98
2001,"minnesota","Residential","Coal",0
2001,"minnesota","Residential","Petroleum Products",2.2
2001,"minnesota","Residential","Natural Gas",6.7
2001,"minnesota","Residential","All",8.9
2001,"minnesota","Commercial","Coal",0
2001,"minnesota","Commercial","Petroleum Products",0.8
2001,"minnesota","Commercial","Natural Gas",5
2001,"minnesota","Commercial","All",5.8
2001,"minnesota","Industrial","Coal",2.3
2001,"minnesota","Industrial","Petroleum Products",6.7
2001,"minnesota","Industrial","Natural Gas",5
2001,"minnesota","Industrial","All",13.9
2001,"minnesota","Transportation","Coal",0
2001,"minnesota","Transportation","Petroleum Products",32.9
2001,"minnesota","Transportation","Natural Gas",1
2001,"minnesota","Transportation","All",34
2001,"minnesota","Electric Power","Coal",31.1
2001,"minnesota","Electric Power","Petroleum Products",0.7
2001,"minnesota","Electric Power","Natural Gas",0.6
2001,"minnesota","Electric Power","All",32.3
2001,"minnesota","All","Coal",33.4
2001,"minnesota","All","Petroleum Products",43.3
2001,"minnesota","All","Natural Gas",18.3
2001,"minnesota","All","All",95
2002,"minnesota","Residential","Coal",0
2002,"minnesota","Residential","Petroleum Products",2.1
2002,"minnesota","Residential","Natural Gas",7.2
2002,"minnesota","Residential","All",9.3
2002,"minnesota","Commercial","Coal",0.2
2002,"minnesota","Commercial","Petroleum Products",0.6
2002,"minnesota","Commercial","Natural Gas",5.6
2002,"minnesota","Commercial","All",6.4
2002,"minnesota","Industrial","Coal",2.3
2002,"minnesota","Industrial","Petroleum Products",7
2002,"minnesota","Industrial","Natural Gas",5.1
2002,"minnesota","Industrial","All",14.4
2002,"minnesota","Transportation","Coal",0
2002,"minnesota","Transportation","Petroleum Products",33.3
2002,"minnesota","Transportation","Natural Gas",1.2
2002,"minnesota","Transportation","All",34.5
2002,"minnesota","Electric Power","Coal",31.6
2002,"minnesota","Electric Power","Petroleum Products",0.7
2002,"minnesota","Electric Power","Natural Gas",0.7
2002,"minnesota","Electric Power","All",33
2002,"minnesota","All","Coal",34.1
2002,"minnesota","All","Petroleum Products",43.7
2002,"minnesota","All","Natural Gas",19.9
2002,"minnesota","All","All",97.6
2003,"minnesota","Residential","Coal",0
2003,"minnesota","Residential","Petroleum Products",2.4
2003,"minnesota","Residential","Natural Gas",7.4
2003,"minnesota","Residential","All",9.8
2003,"minnesota","Commercial","Coal",0
2003,"minnesota","Commercial","Petroleum Products",1
2003,"minnesota","Commercial","Natural Gas",5.4
2003,"minnesota","Commercial","All",6.4
2003,"minnesota","Industrial","Coal",2.2
2003,"minnesota","Industrial","Petroleum Products",7
2003,"minnesota","Industrial","Natural Gas",5.1
2003,"minnesota","Industrial","All",14.3
2003,"minnesota","Transportation","Coal",0
2003,"minnesota","Transportation","Petroleum Products",33.5
2003,"minnesota","Transportation","Natural Gas",1.1
2003,"minnesota","Transportation","All",34.6
2003,"minnesota","Electric Power","Coal",34.6
2003,"minnesota","Electric Power","Petroleum Products",0.9
2003,"minnesota","Electric Power","Natural Gas",0.9
2003,"minnesota","Electric Power","All",36.4
2003,"minnesota","All","Coal",36.9
2003,"minnesota","All","Petroleum Products",44.8
2003,"minnesota","All","Natural Gas",19.9
2003,"minnesota","All","All",101.6
2004,"minnesota","Residential","Coal",0
2004,"minnesota","Residential","Petroleum Products",2.3
2004,"minnesota","Residential","Natural Gas",7.1
2004,"minnesota","Residential","All",9.4
2004,"minnesota","Commercial","Coal",0
2004,"minnesota","Commercial","Petroleum Products",0.8
2004,"minnesota","Commercial","Natural Gas",5.2
2004,"minnesota","Commercial","All",5.9
2004,"minnesota","Industrial","Coal",2.3
2004,"minnesota","Industrial","Petroleum Products",7.4
2004,"minnesota","Industrial","Natural Gas",5.2
2004,"minnesota","Industrial","All",14.9
2004,"minnesota","Transportation","Coal",0
2004,"minnesota","Transportation","Petroleum Products",34.6
2004,"minnesota","Transportation","Natural Gas",1.1
2004,"minnesota","Transportation","All",35.7
2004,"minnesota","Electric Power","Coal",33.4
2004,"minnesota","Electric Power","Petroleum Products",0.8
2004,"minnesota","Electric Power","Natural Gas",0.7
2004,"minnesota","Electric Power","All",34.9
2004,"minnesota","All","Coal",35.8
2004,"minnesota","All","Petroleum Products",45.9
2004,"minnesota","All","Natural Gas",19.2
2004,"minnesota","All","All",100.8
2005,"minnesota","Residential","Coal",0
2005,"minnesota","Residential","Petroleum Products",2.1
2005,"minnesota","Residential","Natural Gas",6.9
2005,"minnesota","Residential","All",9
2005,"minnesota","Commercial","Coal",0.1
2005,"minnesota","Commercial","Petroleum Products",0.8
2005,"minnesota","Commercial","Natural Gas",5.1
2005,"minnesota","Commercial","All",6
2005,"minnesota","Industrial","Coal",2.3
2005,"minnesota","Industrial","Petroleum Products",7.7
2005,"minnesota","Industrial","Natural Gas",5.1
2005,"minnesota","Industrial","All",15.1
2005,"minnesota","Transportation","Coal",0
2005,"minnesota","Transportation","Petroleum Products",35
2005,"minnesota","Transportation","Natural Gas",1.2
2005,"minnesota","Transportation","All",36.2
2005,"minnesota","Electric Power","Coal",33.3
2005,"minnesota","Electric Power","Petroleum Products",0.8
2005,"minnesota","Electric Power","Natural Gas",1.4
2005,"minnesota","Electric Power","All",35.5
2005,"minnesota","All","Coal",35.8
2005,"minnesota","All","Petroleum Products",46.4
2005,"minnesota","All","Natural Gas",19.7
2005,"minnesota","All","All",101.9
2006,"minnesota","Residential","Coal",0
2006,"minnesota","Residential","Petroleum Products",1.8
2006,"minnesota","Residential","Natural Gas",6.3
2006,"minnesota","Residential","All",8.2
2006,"minnesota","Commercial","Coal",0.1
2006,"minnesota","Commercial","Petroleum Products",1.1
2006,"minnesota","Commercial","Natural Gas",4.7
2006,"minnesota","Commercial","All",5.9
2006,"minnesota","Industrial","Coal",2.3
2006,"minnesota","Industrial","Petroleum Products",7.2
2006,"minnesota","Industrial","Natural Gas",5.6
2006,"minnesota","Industrial","All",15
2006,"minnesota","Transportation","Coal",0
2006,"minnesota","Transportation","Petroleum Products",34.6
2006,"minnesota","Transportation","Natural Gas",1.1
2006,"minnesota","Transportation","All",35.7
2006,"minnesota","Electric Power","Coal",32.6
2006,"minnesota","Electric Power","Petroleum Products",0.5
2006,"minnesota","Electric Power","Natural Gas",1.3
2006,"minnesota","Electric Power","All",34.4
2006,"minnesota","All","Coal",35
2006,"minnesota","All","Petroleum Products",45.2
2006,"minnesota","All","Natural Gas",19
2006,"minnesota","All","All",99.3
2007,"minnesota","Residential","Coal",0
2007,"minnesota","Residential","Petroleum Products",1.9
2007,"minnesota","Residential","Natural Gas",7
2007,"minnesota","Residential","All",8.9
2007,"minnesota","Commercial","Coal",0.1
2007,"minnesota","Commercial","Petroleum Products",0.8
2007,"minnesota","Commercial","Natural Gas",4.9
2007,"minnesota","Commercial","All",5.9
2007,"minnesota","Industrial","Coal",2.4
2007,"minnesota","Industrial","Petroleum Products",7.4
2007,"minnesota","Industrial","Natural Gas",6.1
2007,"minnesota","Industrial","All",15.9
2007,"minnesota","Transportation","Coal",0
2007,"minnesota","Transportation","Petroleum Products",34.8
2007,"minnesota","Transportation","Natural Gas",1.1
2007,"minnesota","Transportation","All",35.9
2007,"minnesota","Electric Power","Coal",32
2007,"minnesota","Electric Power","Petroleum Products",0.4
2007,"minnesota","Electric Power","Natural Gas",1.9
2007,"minnesota","Electric Power","All",34.3
2007,"minnesota","All","Coal",34.6
2007,"minnesota","All","Petroleum Products",45.3
2007,"minnesota","All","Natural Gas",21
2007,"minnesota","All","All",100.8
2008,"minnesota","Residential","Coal",0
2008,"minnesota","Residential","Petroleum Products",2
2008,"minnesota","Residential","Natural Gas",7.6
2008,"minnesota","Residential","All",9.6
2008,"minnesota","Commercial","Coal",0.1
2008,"minnesota","Commercial","Petroleum Products",1
2008,"minnesota","Commercial","Natural Gas",5.4
2008,"minnesota","Commercial","All",6.5
2008,"minnesota","Industrial","Coal",2.5
2008,"minnesota","Industrial","Petroleum Products",7.1
2008,"minnesota","Industrial","Natural Gas",7.8
2008,"minnesota","Industrial","All",17.4
2008,"minnesota","Transportation","Coal",0
2008,"minnesota","Transportation","Petroleum Products",33
2008,"minnesota","Transportation","Natural Gas",1
2008,"minnesota","Transportation","All",33.9
2008,"minnesota","Electric Power","Coal",31.4
2008,"minnesota","Electric Power","Petroleum Products",0.2
2008,"minnesota","Electric Power","Natural Gas",1.3
2008,"minnesota","Electric Power","All",32.9
2008,"minnesota","All","Coal",33.9
2008,"minnesota","All","Petroleum Products",43.3
2008,"minnesota","All","Natural Gas",23.1
2008,"minnesota","All","All",100.3
2009,"minnesota","Residential","Coal",0
2009,"minnesota","Residential","Petroleum Products",1.7
2009,"minnesota","Residential","Natural Gas",7.3
2009,"minnesota","Residential","All",9
2009,"minnesota","Commercial","Coal",0.1
2009,"minnesota","Commercial","Petroleum Products",0.9
2009,"minnesota","Commercial","Natural Gas",5.3
2009,"minnesota","Commercial","All",6.3
2009,"minnesota","Industrial","Coal",2.1
2009,"minnesota","Industrial","Petroleum Products",6.6
2009,"minnesota","Industrial","Natural Gas",7
2009,"minnesota","Industrial","All",15.7
2009,"minnesota","Transportation","Coal",0
2009,"minnesota","Transportation","Petroleum Products",30.8
2009,"minnesota","Transportation","Natural Gas",0.7
2009,"minnesota","Transportation","All",31.4
