"","state","year","sector","source","carbdiox_millmtrcton","bill.btu","gdp.mill.curr","population","region","division"
"27776","north carolina",1982,"Commercial","Petroleum Products",0.9,NA,68971,6019166,"south","south atlantic"
"27777","north carolina",1982,"Electric Power","All",54.4,737189,68971,6019166,"south","south atlantic"
"27778","north carolina",1982,"Electric Power","Coal",54.3,NA,68971,6019166,"south","south atlantic"
"27779","north carolina",1982,"Electric Power","Natural Gas",0,NA,68971,6019166,"south","south atlantic"
"27780","north carolina",1982,"Electric Power","Petroleum Products",0.1,NA,68971,6019166,"south","south atlantic"
"27781","north carolina",1982,"Industrial","All",13.8,533477,68971,6019166,"south","south atlantic"
"27782","north carolina",1982,"Industrial","Coal",3.8,NA,68971,6019166,"south","south atlantic"
"27783","north carolina",1982,"Industrial","Natural Gas",4.3,NA,68971,6019166,"south","south atlantic"
"27784","north carolina",1982,"Industrial","Petroleum Products",5.7,NA,68971,6019166,"south","south atlantic"
"27785","north carolina",1982,"Residential","All",5.2,386841,68971,6019166,"south","south atlantic"
"27786","north carolina",1982,"Residential","Coal",0.1,NA,68971,6019166,"south","south atlantic"
"27787","north carolina",1982,"Residential","Natural Gas",1.7,NA,68971,6019166,"south","south atlantic"
"27788","north carolina",1982,"Residential","Petroleum Products",3.4,NA,68971,6019166,"south","south atlantic"
"27789","north carolina",1982,"Transportation","All",31.8,448509,68971,6019166,"south","south atlantic"
"27790","north carolina",1982,"Transportation","Coal",0,NA,68971,6019166,"south","south atlantic"
"27791","north carolina",1982,"Transportation","Natural Gas",0.4,NA,68971,6019166,"south","south atlantic"
"27792","north carolina",1982,"Transportation","Petroleum Products",31.4,NA,68971,6019166,"south","south atlantic"
"27793","north carolina",1983,"All","All",107.4,1669407,77543,6077149,"south","south atlantic"
"27794","north carolina",1983,"All","Coal",55.9,NA,77543,6077149,"south","south atlantic"
"27795","north carolina",1983,"All","Natural Gas",7.5,NA,77543,6077149,"south","south atlantic"
"27796","north carolina",1983,"All","Petroleum Products",44,NA,77543,6077149,"south","south atlantic"
"27797","north carolina",1983,"Commercial","All",3.5,241603,77543,6077149,"south","south atlantic"
"27798","north carolina",1983,"Commercial","Coal",0.2,NA,77543,6077149,"south","south atlantic"
"27799","north carolina",1983,"Commercial","Natural Gas",1.4,NA,77543,6077149,"south","south atlantic"
"27800","north carolina",1983,"Commercial","Petroleum Products",1.9,NA,77543,6077149,"south","south atlantic"
"27801","north carolina",1983,"Electric Power","All",51.5,747628,77543,6077149,"south","south atlantic"
"27802","north carolina",1983,"Electric Power","Coal",51.3,NA,77543,6077149,"south","south atlantic"
"27803","north carolina",1983,"Electric Power","Natural Gas",0,NA,77543,6077149,"south","south atlantic"
"27804","north carolina",1983,"Electric Power","Petroleum Products",0.2,NA,77543,6077149,"south","south atlantic"
"27805","north carolina",1983,"Industrial","All",14,567879,77543,6077149,"south","south atlantic"
"27806","north carolina",1983,"Industrial","Coal",4.3,NA,77543,6077149,"south","south atlantic"
"27807","north carolina",1983,"Industrial","Natural Gas",4.1,NA,77543,6077149,"south","south atlantic"
"27808","north carolina",1983,"Industrial","Petroleum Products",5.5,NA,77543,6077149,"south","south atlantic"
"27809","north carolina",1983,"Residential","All",5.2,391388,77543,6077149,"south","south atlantic"
"27810","north carolina",1983,"Residential","Coal",0,NA,77543,6077149,"south","south atlantic"
"27811","north carolina",1983,"Residential","Natural Gas",1.7,NA,77543,6077149,"south","south atlantic"
"27812","north carolina",1983,"Residential","Petroleum Products",3.5,NA,77543,6077149,"south","south atlantic"
"27813","north carolina",1983,"Transportation","All",33.3,468537,77543,6077149,"south","south atlantic"
"27814","north carolina",1983,"Transportation","Coal",0,NA,77543,6077149,"south","south atlantic"
"27815","north carolina",1983,"Transportation","Natural Gas",0.3,NA,77543,6077149,"south","south atlantic"
"27816","north carolina",1983,"Transportation","Petroleum Products",32.9,NA,77543,6077149,"south","south atlantic"
"27817","north carolina",1984,"All","All",109,1800581,88151,6164036,"south","south atlantic"
"27818","north carolina",1984,"All","Coal",52.5,NA,88151,6164036,"south","south atlantic"
"27819","north carolina",1984,"All","Natural Gas",7.9,NA,88151,6164036,"south","south atlantic"
"27820","north carolina",1984,"All","Petroleum Products",48.6,NA,88151,6164036,"south","south atlantic"
"27821","north carolina",1984,"Commercial","All",4.1,268726,88151,6164036,"south","south atlantic"
"27822","north carolina",1984,"Commercial","Coal",0.2,NA,88151,6164036,"south","south atlantic"
"27823","north carolina",1984,"Commercial","Natural Gas",1.4,NA,88151,6164036,"south","south atlantic"
"27824","north carolina",1984,"Commercial","Petroleum Products",2.5,NA,88151,6164036,"south","south atlantic"
"27825","north carolina",1984,"Electric Power","All",47.8,794618,88151,6164036,"south","south atlantic"
"27826","north carolina",1984,"Electric Power","Coal",47.6,NA,88151,6164036,"south","south atlantic"
"27827","north carolina",1984,"Electric Power","Natural Gas",0,NA,88151,6164036,"south","south atlantic"
"27828","north carolina",1984,"Electric Power","Petroleum Products",0.1,NA,88151,6164036,"south","south atlantic"
"27829","north carolina",1984,"Industrial","All",16.2,617438,88151,6164036,"south","south atlantic"
"27830","north carolina",1984,"Industrial","Coal",4.6,NA,88151,6164036,"south","south atlantic"
"27831","north carolina",1984,"Industrial","Natural Gas",4.4,NA,88151,6164036,"south","south atlantic"
"27832","north carolina",1984,"Industrial","Petroleum Products",7.3,NA,88151,6164036,"south","south atlantic"
"27833","north carolina",1984,"Residential","All",7,435682,88151,6164036,"south","south atlantic"
"27834","north carolina",1984,"Residential","Coal",0.1,NA,88151,6164036,"south","south atlantic"
"27835","north carolina",1984,"Residential","Natural Gas",1.8,NA,88151,6164036,"south","south atlantic"
"27836","north carolina",1984,"Residential","Petroleum Products",5.2,NA,88151,6164036,"south","south atlantic"
"27837","north carolina",1984,"Transportation","All",33.9,478734,88151,6164036,"south","south atlantic"
"27838","north carolina",1984,"Transportation","Coal",0,NA,88151,6164036,"south","south atlantic"
"27839","north carolina",1984,"Transportation","Natural Gas",0.3,NA,88151,6164036,"south","south atlantic"
"27840","north carolina",1984,"Transportation","Petroleum Products",33.6,NA,88151,6164036,"south","south atlantic"
"27841","north carolina",1985,"All","All",107,1797484,96535,6253991,"south","south atlantic"
"27842","north carolina",1985,"All","Coal",51.7,NA,96535,6253991,"south","south atlantic"
"27843","north carolina",1985,"All","Natural Gas",7.3,NA,96535,6253991,"south","south atlantic"
"27844","north carolina",1985,"All","Petroleum Products",47.9,NA,96535,6253991,"south","south atlantic"
"27845","north carolina",1985,"Commercial","All",3.7,273402,96535,6253991,"south","south atlantic"
"27846","north carolina",1985,"Commercial","Coal",0.4,NA,96535,6253991,"south","south atlantic"
"27847","north carolina",1985,"Commercial","Natural Gas",1.4,NA,96535,6253991,"south","south atlantic"
"27848","north carolina",1985,"Commercial","Petroleum Products",2,NA,96535,6253991,"south","south atlantic"
"27849","north carolina",1985,"Electric Power","All",46.3,740722,96535,6253991,"south","south atlantic"
"27850","north carolina",1985,"Electric Power","Coal",46.1,NA,96535,6253991,"south","south atlantic"
"27851","north carolina",1985,"Electric Power","Natural Gas",0,NA,96535,6253991,"south","south atlantic"
"27852","north carolina",1985,"Electric Power","Petroleum Products",0.2,NA,96535,6253991,"south","south atlantic"
"27853","north carolina",1985,"Industrial","All",15.8,605096,96535,6253991,"south","south atlantic"
"27854","north carolina",1985,"Industrial","Coal",5.2,NA,96535,6253991,"south","south atlantic"
"27855","north carolina",1985,"Industrial","Natural Gas",4.1,NA,96535,6253991,"south","south atlantic"
"27856","north carolina",1985,"Industrial","Petroleum Products",6.5,NA,96535,6253991,"south","south atlantic"
"27857","north carolina",1985,"Residential","All",6.3,425537,96535,6253991,"south","south atlantic"
"27858","north carolina",1985,"Residential","Coal",0.1,NA,96535,6253991,"south","south atlantic"
"27859","north carolina",1985,"Residential","Natural Gas",1.6,NA,96535,6253991,"south","south atlantic"
"27860","north carolina",1985,"Residential","Petroleum Products",4.6,NA,96535,6253991,"south","south atlantic"
"27861","north carolina",1985,"Transportation","All",34.9,493449,96535,6253991,"south","south atlantic"
"27862","north carolina",1985,"Transportation","Coal",0,NA,96535,6253991,"south","south atlantic"
"27863","north carolina",1985,"Transportation","Natural Gas",0.3,NA,96535,6253991,"south","south atlantic"
"27864","north carolina",1985,"Transportation","Petroleum Products",34.6,NA,96535,6253991,"south","south atlantic"
"27865","north carolina",1986,"All","All",112.3,1880347,104785,6321646,"south","south atlantic"
"27866","north carolina",1986,"All","Coal",54.8,NA,104785,6321646,"south","south atlantic"
"27867","north carolina",1986,"All","Natural Gas",7.4,NA,104785,6321646,"south","south atlantic"
"27868","north carolina",1986,"All","Petroleum Products",50.1,NA,104785,6321646,"south","south atlantic"
"27869","north carolina",1986,"Commercial","All",3.5,286416,104785,6321646,"south","south atlantic"
"27870","north carolina",1986,"Commercial","Coal",0.3,NA,104785,6321646,"south","south atlantic"
"27871","north carolina",1986,"Commercial","Natural Gas",1.4,NA,104785,6321646,"south","south atlantic"
"27872","north carolina",1986,"Commercial","Petroleum Products",1.8,NA,104785,6321646,"south","south atlantic"
"27873","north carolina",1986,"Electric Power","All",48.7,759865,104785,6321646,"south","south atlantic"
"27874","north carolina",1986,"Electric Power","Coal",48.5,NA,104785,6321646,"south","south atlantic"
"27875","north carolina",1986,"Electric Power","Natural Gas",0.1,NA,104785,6321646,"south","south atlantic"
"27876","north carolina",1986,"Electric Power","Petroleum Products",0.1,NA,104785,6321646,"south","south atlantic"
"27877","north carolina",1986,"Industrial","All",17,626340,104785,6321646,"south","south atlantic"
"27878","north carolina",1986,"Industrial","Coal",6,NA,104785,6321646,"south","south atlantic"
"27879","north carolina",1986,"Industrial","Natural Gas",4,NA,104785,6321646,"south","south atlantic"
"27880","north carolina",1986,"Industrial","Petroleum Products",7.1,NA,104785,6321646,"south","south atlantic"
"27881","north carolina",1986,"Residential","All",6.2,447761,104785,6321646,"south","south atlantic"
"27882","north carolina",1986,"Residential","Coal",0.1,NA,104785,6321646,"south","south atlantic"
"27883","north carolina",1986,"Residential","Natural Gas",1.7,NA,104785,6321646,"south","south atlantic"
"27884","north carolina",1986,"Residential","Petroleum Products",4.4,NA,104785,6321646,"south","south atlantic"
"27885","north carolina",1986,"Transportation","All",36.9,519830,104785,6321646,"south","south atlantic"
"27886","north carolina",1986,"Transportation","Coal",0,NA,104785,6321646,"south","south atlantic"
"27887","north carolina",1986,"Transportation","Natural Gas",0.3,NA,104785,6321646,"south","south atlantic"
"27888","north carolina",1986,"Transportation","Petroleum Products",36.6,NA,104785,6321646,"south","south atlantic"
"27889","north carolina",1987,"All","All",107.6,1966658,113262,6403731,"south","south atlantic"
"27890","north carolina",1987,"All","Coal",47.1,NA,113262,6403731,"south","south atlantic"
"27891","north carolina",1987,"All","Natural Gas",8.1,NA,113262,6403731,"south","south atlantic"
"27892","north carolina",1987,"All","Petroleum Products",52.4,NA,113262,6403731,"south","south atlantic"
"27893","north carolina",1987,"Commercial","All",4,306483,113262,6403731,"south","south atlantic"
"27894","north carolina",1987,"Commercial","Coal",0.3,NA,113262,6403731,"south","south atlantic"
"27895","north carolina",1987,"Commercial","Natural Gas",1.6,NA,113262,6403731,"south","south atlantic"
"27896","north carolina",1987,"Commercial","Petroleum Products",2.1,NA,113262,6403731,"south","south atlantic"
"27897","north carolina",1987,"Electric Power","All",41,788588,113262,6403731,"south","south atlantic"
"27898","north carolina",1987,"Electric Power","Coal",40.7,NA,113262,6403731,"south","south atlantic"
"27899","north carolina",1987,"Electric Power","Natural Gas",0.1,NA,113262,6403731,"south","south atlantic"
"27900","north carolina",1987,"Electric Power","Petroleum Products",0.2,NA,113262,6403731,"south","south atlantic"
"27901","north carolina",1987,"Industrial","All",17,642934,113262,6403731,"south","south atlantic"
"27902","north carolina",1987,"Industrial","Coal",6,NA,113262,6403731,"south","south atlantic"
"27903","north carolina",1987,"Industrial","Natural Gas",4.2,NA,113262,6403731,"south","south atlantic"
"27904","north carolina",1987,"Industrial","Petroleum Products",6.9,NA,113262,6403731,"south","south atlantic"
"27905","north carolina",1987,"Residential","All",6.9,472747,113262,6403731,"south","south atlantic"
"27906","north carolina",1987,"Residential","Coal",0.1,NA,113262,6403731,"south","south atlantic"
"27907","north carolina",1987,"Residential","Natural Gas",2,NA,113262,6403731,"south","south atlantic"
"27908","north carolina",1987,"Residential","Petroleum Products",4.9,NA,113262,6403731,"south","south atlantic"
"27909","north carolina",1987,"Transportation","All",38.7,544493,113262,6403731,"south","south atlantic"
"27910","north carolina",1987,"Transportation","Coal",0,NA,113262,6403731,"south","south atlantic"
"27911","north carolina",1987,"Transportation","Natural Gas",0.3,NA,113262,6403731,"south","south atlantic"
"27912","north carolina",1987,"Transportation","Petroleum Products",38.4,NA,113262,6403731,"south","south atlantic"
"27913","north carolina",1988,"All","All",111.8,2044988,124303,6480675,"south","south atlantic"
"27914","north carolina",1988,"All","Coal",48.5,NA,124303,6480675,"south","south atlantic"
"27915","north carolina",1988,"All","Natural Gas",8.3,NA,124303,6480675,"south","south atlantic"
"27916","north carolina",1988,"All","Petroleum Products",55,NA,124303,6480675,"south","south atlantic"
"27917","north carolina",1988,"Commercial","All",4.4,323567,124303,6480675,"south","south atlantic"
"27918","north carolina",1988,"Commercial","Coal",0.4,NA,124303,6480675,"south","south atlantic"
"27919","north carolina",1988,"Commercial","Natural Gas",1.8,NA,124303,6480675,"south","south atlantic"
"27920","north carolina",1988,"Commercial","Petroleum Products",2.3,NA,124303,6480675,"south","south atlantic"
"27921","north carolina",1988,"Electric Power","All",42.3,789436,124303,6480675,"south","south atlantic"
"27922","north carolina",1988,"Electric Power","Coal",42.1,NA,124303,6480675,"south","south atlantic"
"27923","north carolina",1988,"Electric Power","Natural Gas",0.1,NA,124303,6480675,"south","south atlantic"
"27924","north carolina",1988,"Electric Power","Petroleum Products",0.2,NA,124303,6480675,"south","south atlantic"
"27925","north carolina",1988,"Industrial","All",16.7,656663,124303,6480675,"south","south atlantic"
"27926","north carolina",1988,"Industrial","Coal",5.9,NA,124303,6480675,"south","south atlantic"
"27927","north carolina",1988,"Industrial","Natural Gas",4.1,NA,124303,6480675,"south","south atlantic"
"27928","north carolina",1988,"Industrial","Petroleum Products",6.7,NA,124303,6480675,"south","south atlantic"
"27929","north carolina",1988,"Residential","All",7.4,489092,124303,6480675,"south","south atlantic"
"27930","north carolina",1988,"Residential","Coal",0.1,NA,124303,6480675,"south","south atlantic"
"27931","north carolina",1988,"Residential","Natural Gas",2.1,NA,124303,6480675,"south","south atlantic"
"27932","north carolina",1988,"Residential","Petroleum Products",5.2,NA,124303,6480675,"south","south atlantic"
"27933","north carolina",1988,"Transportation","All",40.9,575666,124303,6480675,"south","south atlantic"
"27934","north carolina",1988,"Transportation","Coal",0,NA,124303,6480675,"south","south atlantic"
"27935","north carolina",1988,"Transportation","Natural Gas",0.3,NA,124303,6480675,"south","south atlantic"
"27936","north carolina",1988,"Transportation","Petroleum Products",40.7,NA,124303,6480675,"south","south atlantic"
"27937","north carolina",1989,"All","All",115.8,2064845,133866,6565546,"south","south atlantic"
"27938","north carolina",1989,"All","Coal",55.6,NA,133866,6565546,"south","south atlantic"
"27939","north carolina",1989,"All","Natural Gas",8.9,NA,133866,6565546,"south","south atlantic"
"27940","north carolina",1989,"All","Petroleum Products",51.3,NA,133866,6565546,"south","south atlantic"
"27941","north carolina",1989,"Commercial","All",4,339914,133866,6565546,"south","south atlantic"
"27942","north carolina",1989,"Commercial","Coal",0.3,NA,133866,6565546,"south","south atlantic"
"27943","north carolina",1989,"Commercial","Natural Gas",1.8,NA,133866,6565546,"south","south atlantic"
"27944","north carolina",1989,"Commercial","Petroleum Products",1.9,NA,133866,6565546,"south","south atlantic"
"27945","north carolina",1989,"Electric Power","All",49.6,911431,133866,6565546,"south","south atlantic"
"27946","north carolina",1989,"Electric Power","Coal",49.3,NA,133866,6565546,"south","south atlantic"
"27947","north carolina",1989,"Electric Power","Natural Gas",0.1,NA,133866,6565546,"south","south atlantic"
"27948","north carolina",1989,"Electric Power","Petroleum Products",0.2,NA,133866,6565546,"south","south atlantic"
"27949","north carolina",1989,"Industrial","All",16.5,678743,133866,6565546,"south","south atlantic"
"27950","north carolina",1989,"Industrial","Coal",6,NA,133866,6565546,"south","south atlantic"
"27951","north carolina",1989,"Industrial","Natural Gas",4.5,NA,133866,6565546,"south","south atlantic"
"27952","north carolina",1989,"Industrial","Petroleum Products",6,NA,133866,6565546,"south","south atlantic"
"27953","north carolina",1989,"Residential","All",6.6,496453,133866,6565546,"south","south atlantic"
"27954","north carolina",1989,"Residential","Coal",0.1,NA,133866,6565546,"south","south atlantic"
"27955","north carolina",1989,"Residential","Natural Gas",2.1,NA,133866,6565546,"south","south atlantic"
"27956","north carolina",1989,"Residential","Petroleum Products",4.4,NA,133866,6565546,"south","south atlantic"
"27957","north carolina",1989,"Transportation","All",39.1,549735,133866,6565546,"south","south atlantic"
"27958","north carolina",1989,"Transportation","Coal",0,NA,133866,6565546,"south","south atlantic"
"27959","north carolina",1989,"Transportation","Natural Gas",0.3,NA,133866,6565546,"south","south atlantic"
"27960","north carolina",1989,"Transportation","Petroleum Products",38.8,NA,133866,6565546,"south","south atlantic"
"27961","north carolina",1990,"All","All",111.4,2055657,139658,6664016,"south","south atlantic"
"27962","north carolina",1990,"All","Coal",53.6,NA,139658,6664016,"south","south atlantic"
"27963","north carolina",1990,"All","Natural Gas",8.8,NA,139658,6664016,"south","south atlantic"
"27964","north carolina",1990,"All","Petroleum Products",49,NA,139658,6664016,"south","south atlantic"
"27965","north carolina",1990,"Commercial","All",3.8,346348,139658,6664016,"south","south atlantic"
"27966","north carolina",1990,"Commercial","Coal",0.3,NA,139658,6664016,"south","south atlantic"
"27967","north carolina",1990,"Commercial","Natural Gas",1.7,NA,139658,6664016,"south","south atlantic"
"27968","north carolina",1990,"Commercial","Petroleum Products",1.7,NA,139658,6664016,"south","south atlantic"
"27969","north carolina",1990,"Electric Power","All",46.4,841535,139658,6664016,"south","south atlantic"
"27970","north carolina",1990,"Electric Power","Coal",46.1,NA,139658,6664016,"south","south atlantic"
"27971","north carolina",1990,"Electric Power","Natural Gas",0.2,NA,139658,6664016,"south","south atlantic"
"27972","north carolina",1990,"Electric Power","Petroleum Products",0.2,NA,139658,6664016,"south","south atlantic"
"27973","north carolina",1990,"Industrial","All",17.8,706876,139658,6664016,"south","south atlantic"
"27974","north carolina",1990,"Industrial","Coal",7.1,NA,139658,6664016,"south","south atlantic"
"27975","north carolina",1990,"Industrial","Natural Gas",4.7,NA,139658,6664016,"south","south atlantic"
"27976","north carolina",1990,"Industrial","Petroleum Products",6,NA,139658,6664016,"south","south atlantic"
"27977","north carolina",1990,"Residential","All",5.2,465320,139658,6664016,"south","south atlantic"
"27978","north carolina",1990,"Residential","Coal",0.1,NA,139658,6664016,"south","south atlantic"
"27979","north carolina",1990,"Residential","Natural Gas",1.9,NA,139658,6664016,"south","south atlantic"
"27980","north carolina",1990,"Residential","Petroleum Products",3.2,NA,139658,6664016,"south","south atlantic"
"27981","north carolina",1990,"Transportation","All",38.2,537112,139658,6664016,"south","south atlantic"
"27982","north carolina",1990,"Transportation","Coal",0,NA,139658,6664016,"south","south atlantic"
"27983","north carolina",1990,"Transportation","Natural Gas",0.3,NA,139658,6664016,"south","south atlantic"
"27984","north carolina",1990,"Transportation","Petroleum Products",37.8,NA,139658,6664016,"south","south atlantic"
"27985","north carolina",1991,"All","All",111.2,2035472,146367,6784280,"south","south atlantic"
"27986","north carolina",1991,"All","Coal",53.5,NA,146367,6784280,"south","south atlantic"
"27987","north carolina",1991,"All","Natural Gas",9.2,NA,146367,6784280,"south","south atlantic"
"27988","north carolina",1991,"All","Petroleum Products",48.5,NA,146367,6784280,"south","south atlantic"
"27989","north carolina",1991,"Commercial","All",3.6,352865,146367,6784280,"south","south atlantic"
"27990","north carolina",1991,"Commercial","Coal",0.2,NA,146367,6784280,"south","south atlantic"
"27991","north carolina",1991,"Commercial","Natural Gas",1.9,NA,146367,6784280,"south","south atlantic"
"27992","north carolina",1991,"Commercial","Petroleum Products",1.5,NA,146367,6784280,"south","south atlantic"
"27993","north carolina",1991,"Electric Power","All",47.2,888693,146367,6784280,"south","south atlantic"
"27994","north carolina",1991,"Electric Power","Coal",46.8,NA,146367,6784280,"south","south atlantic"
"27995","north carolina",1991,"Electric Power","Natural Gas",0.2,NA,146367,6784280,"south","south atlantic"
"27996","north carolina",1991,"Electric Power","Petroleum Products",0.2,NA,146367,6784280,"south","south atlantic"
"27997","north carolina",1991,"Industrial","All",17.3,672539,146367,6784280,"south","south atlantic"
"27998","north carolina",1991,"Industrial","Coal",6.4,NA,146367,6784280,"south","south atlantic"
"27999","north carolina",1991,"Industrial","Natural Gas",4.6,NA,146367,6784280,"south","south atlantic"
"28000","north carolina",1991,"Industrial","Petroleum Products",6.2,NA,146367,6784280,"south","south atlantic"
"28001","north carolina",1991,"Residential","All",5.4,479663,146367,6784280,"south","south atlantic"
"28002","north carolina",1991,"Residential","Coal",0,NA,146367,6784280,"south","south atlantic"
"28003","north carolina",1991,"Residential","Natural Gas",2.1,NA,146367,6784280,"south","south atlantic"
"28004","north carolina",1991,"Residential","Petroleum Products",3.2,NA,146367,6784280,"south","south atlantic"
"28005","north carolina",1991,"Transportation","All",37.7,530405,146367,6784280,"south","south atlantic"
"28006","north carolina",1991,"Transportation","Coal",0,NA,146367,6784280,"south","south atlantic"
"28007","north carolina",1991,"Transportation","Natural Gas",0.3,NA,146367,6784280,"south","south atlantic"
"28008","north carolina",1991,"Transportation","Petroleum Products",37.4,NA,146367,6784280,"south","south atlantic"
"28009","north carolina",1992,"All","All",121.6,2130089,159337,6897214,"south","south atlantic"
"28010","north carolina",1992,"All","Coal",61.2,NA,159337,6897214,"south","south atlantic"
"28011","north carolina",1992,"All","Natural Gas",9.9,NA,159337,6897214,"south","south atlantic"
"28012","north carolina",1992,"All","Petroleum Products",50.5,NA,159337,6897214,"south","south atlantic"
"28013","north carolina",1992,"Commercial","All",3.8,362159,159337,6897214,"south","south atlantic"
"28014","north carolina",1992,"Commercial","Coal",0.4,NA,159337,6897214,"south","south atlantic"
"28015","north carolina",1992,"Commercial","Natural Gas",2,NA,159337,6897214,"south","south atlantic"
"28016","north carolina",1992,"Commercial","Petroleum Products",1.4,NA,159337,6897214,"south","south atlantic"
"28017","north carolina",1992,"Electric Power","All",54.3,882656,159337,6897214,"south","south atlantic"
"28018","north carolina",1992,"Electric Power","Coal",53.9,NA,159337,6897214,"south","south atlantic"
"28019","north carolina",1992,"Electric Power","Natural Gas",0.2,NA,159337,6897214,"south","south atlantic"
"28020","north carolina",1992,"Electric Power","Petroleum Products",0.1,NA,159337,6897214,"south","south atlantic"
"28021","north carolina",1992,"Industrial","All",19,733572,159337,6897214,"south","south atlantic"
"28022","north carolina",1992,"Industrial","Coal",6.8,NA,159337,6897214,"south","south atlantic"
"28023","north carolina",1992,"Industrial","Natural Gas",5,NA,159337,6897214,"south","south atlantic"
"28024","north carolina",1992,"Industrial","Petroleum Products",7.2,NA,159337,6897214,"south","south atlantic"
"28025","north carolina",1992,"Residential","All",6,495039,159337,6897214,"south","south atlantic"
"28026","north carolina",1992,"Residential","Coal",0.1,NA,159337,6897214,"south","south atlantic"
"28027","north carolina",1992,"Residential","Natural Gas",2.3,NA,159337,6897214,"south","south atlantic"
"28028","north carolina",1992,"Residential","Petroleum Products",3.6,NA,159337,6897214,"south","south atlantic"
"28029","north carolina",1992,"Transportation","All",38.4,539319,159337,6897214,"south","south atlantic"
"28030","north carolina",1992,"Transportation","Coal",0,NA,159337,6897214,"south","south atlantic"
"28031","north carolina",1992,"Transportation","Natural Gas",0.4,NA,159337,6897214,"south","south atlantic"
"28032","north carolina",1992,"Transportation","Petroleum Products",38.1,NA,159337,6897214,"south","south atlantic"
"28033","north carolina",1993,"All","All",127.3,2217660,168006,7042818,"south","south atlantic"
"28034","north carolina",1993,"All","Coal",65,NA,168006,7042818,"south","south atlantic"
"28035","north carolina",1993,"All","Natural Gas",10.2,NA,168006,7042818,"south","south atlantic"
"28036","north carolina",1993,"All","Petroleum Products",52.1,NA,168006,7042818,"south","south atlantic"
"28037","north carolina",1993,"Commercial","All",4,382128,168006,7042818,"south","south atlantic"
"28038","north carolina",1993,"Commercial","Coal",0.4,NA,168006,7042818,"south","south atlantic"
"28039","north carolina",1993,"Commercial","Natural Gas",2.1,NA,168006,7042818,"south","south atlantic"
"28040","north carolina",1993,"Commercial","Petroleum Products",1.5,NA,168006,7042818,"south","south atlantic"
"28041","north carolina",1993,"Electric Power","All",58.9,934331,168006,7042818,"south","south atlantic"
"28042","north carolina",1993,"Electric Power","Coal",58.6,NA,168006,7042818,"south","south atlantic"
"28043","north carolina",1993,"Electric Power","Natural Gas",0.2,NA,168006,7042818,"south","south atlantic"
"28044","north carolina",1993,"Electric Power","Petroleum Products",0.2,NA,168006,7042818,"south","south atlantic"
"28045","north carolina",1993,"Industrial","All",18.3,737447,168006,7042818,"south","south atlantic"
"28046","north carolina",1993,"Industrial","Coal",5.9,NA,168006,7042818,"south","south atlantic"
"28047","north carolina",1993,"Industrial","Natural Gas",5.1,NA,168006,7042818,"south","south atlantic"
"28048","north carolina",1993,"Industrial","Petroleum Products",7.3,NA,168006,7042818,"south","south atlantic"
"28049","north carolina",1993,"Residential","All",6.3,537228,168006,7042818,"south","south atlantic"
"28050","north carolina",1993,"Residential","Coal",0.1,NA,168006,7042818,"south","south atlantic"
"28051","north carolina",1993,"Residential","Natural Gas",2.6,NA,168006,7042818,"south","south atlantic"
"28052","north carolina",1993,"Residential","Petroleum Products",3.6,NA,168006,7042818,"south","south atlantic"
"28053","north carolina",1993,"Transportation","All",39.9,560857,168006,7042818,"south","south atlantic"
"28054","north carolina",1993,"Transportation","Coal",0,NA,168006,7042818,"south","south atlantic"
"28055","north carolina",1993,"Transportation","Natural Gas",0.3,NA,168006,7042818,"south","south atlantic"
"28056","north carolina",1993,"Transportation","Petroleum Products",39.6,NA,168006,7042818,"south","south atlantic"
"28057","north carolina",1994,"All","All",122.6,2245375,181288,7187398,"south","south atlantic"
"28058","north carolina",1994,"All","Coal",59.7,NA,181288,7187398,"south","south atlantic"
"28059","north carolina",1994,"All","Natural Gas",10.4,NA,181288,7187398,"south","south atlantic"
"28060","north carolina",1994,"All","Petroleum Products",52.5,NA,181288,7187398,"south","south atlantic"
"28061","north carolina",1994,"Commercial","All",4.3,392114,181288,7187398,"south","south atlantic"
"28062","north carolina",1994,"Commercial","Coal",0.5,NA,181288,7187398,"south","south atlantic"
"28063","north carolina",1994,"Commercial","Natural Gas",2.1,NA,181288,7187398,"south","south atlantic"
"28064","north carolina",1994,"Commercial","Petroleum Products",1.7,NA,181288,7187398,"south","south atlantic"
"28065","north carolina",1994,"Electric Power","All",53.7,970779,181288,7187398,"south","south atlantic"
"28066","north carolina",1994,"Electric Power","Coal",53.4,NA,181288,7187398,"south","south atlantic"
"28067","north carolina",1994,"Electric Power","Natural Gas",0.1,NA,181288,7187398,"south","south atlantic"
"28068","north carolina",1994,"Electric Power","Petroleum Products",0.2,NA,181288,7187398,"south","south atlantic"
"28069","north carolina",1994,"Industrial","All",17.5,751060,181288,7187398,"south","south atlantic"
"28070","north carolina",1994,"Industrial","Coal",5.7,NA,181288,7187398,"south","south atlantic"
"28071","north carolina",1994,"Industrial","Natural Gas",5.2,NA,181288,7187398,"south","south atlantic"
"28072","north carolina",1994,"Industrial","Petroleum Products",6.6,NA,181288,7187398,"south","south atlantic"
"28073","north carolina",1994,"Residential","All",5.9,521624,181288,7187398,"south","south atlantic"
"28074","north carolina",1994,"Residential","Coal",0.1,NA,181288,7187398,"south","south atlantic"
